Symbol,Name,Last Sale,Market Cap,Volume,Sector,Industry
CNA,CNA Financial Corporation Common Stock,$38.96,10573302895,120186,Finance,Property-Casualty Insurers
CNBKA,Century Bancorp Inc. Class A Common Stock,$77.36,430733440,3904,Finance,Major Banks
CNC,Centene Corporation Common Stock,$60.03,34805254850,1861949,Health Care,Medical Specialities
CNCE,Concert Pharmaceuticals Inc. Common Stock,$12.64,387406507,129187,Health Care,Major Pharmaceuticals
CNDT,Conduent Incorporated Common Stock ,$4.80,1004571518,864437,Miscellaneous,Business Services
CNF,CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares,$4.21,288730902,172251,Finance,Finance: Consumer Services
CNHI,CNH Industrial N.V. Common Shares,$12.84,17351067544,1508534,Capital Goods,Construction/Ag Equipment/Trucks
CNI,Canadian National Railway Company Common Stock,$109.85,78015470000,559271,Transportation,Railroads
CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,$17.41,2057138319,4061791,Consumer Services,Movies/Entertainment
CNMD,CONMED Corporation Common Stock,$112.00,3203379088,157618,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CNNE,Cannae Holdings Inc. Common Stock,$44.27,4057621966,458654,Consumer Services,Restaurants
CNO,CNO Financial Group Inc. Common Stock,$22.23,3089636661,704177,Finance,Accident &Health Insurance
CNOB,ConnectOne Bancorp Inc. Common Stock,$19.79,786930569,78266,Finance,Major Banks
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,$21.64,11789929037,1938096,Public Utilities,Electric Utilities: Central
CNQ,Canadian Natural Resources Limited Common Stock,$24.05,28404444900,1777269,Energy,Oil & Gas Production
CNR,Cornerstone Building Brands Inc. Common Stock,$9.28,1160942050,287352,Capital Goods,Metal Fabrications
CNS,Cohen & Steers Inc Common Stock,$74.30,3550479368,98241,Finance,Investment Managers
CNSL,Consolidated Communications Holdings Inc. Common Stock,$4.89,388317467,329785,Public Utilities,Telecommunications Equipment
CNST,Constellation Pharmaceuticals Inc. Common Stock,$28.80,1370175005,724901,Health Care,Major Pharmaceuticals
CNTG,Centogene N.V. Common Shares,$10.78,235665245,47627,Health Care,Medical Specialities
CNTY,Century Casinos Inc. Common Stock,$6.39,188990397,214620,Consumer Services,Hotels/Resorts
CNX,CNX Resources Corporation Common Stock,$10.80,2424908696,2646407,Energy,Oil & Gas Production
CNXC,Concentrix Corporation Common Stock,$98.70,5102790000,230466,Miscellaneous,Business Services
CNXN,PC Connection Inc. Common Stock,$47.29,1237838969,38283,Consumer Services,Catalog/Specialty Distribution
CO,Global Cord Blood Corporation Common Stock,$3.71,450954488,73810,Health Care,Misc Health and Biotechnology Services
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,$19.45,1262305000,176324,Consumer Durables,Home Furnishings
CODX,Co-Diagnostics Inc. Common Stock,$9.30,262903569,1494053,Health Care,Medical/Dental Instruments
COE,China Online Education Group American depositary shares each representing 15 Class A ordinary shares,$27.11,580354885,19043,Consumer Services,Other Consumer Services
COF,Capital One Financial Corporation Common Stock,$98.85,45213702445,1290793,Finance,Major Banks
COFS,ChoiceOne Financial Services Inc. Common Stock,$30.81,240167000,14274,Finance,Major Banks
COG,Cabot Oil & Gas Corporation Common Stock,$16.28,6488880463,3543243,Energy,Oil & Gas Production
COGT,Cogent Biosciences Inc. Common Stock,$11.23,350401694,180711,Health Care,Major Pharmaceuticals
COHR,Coherent Inc. Common Stock,$150.02,3666361283,122056,Capital Goods,Biotechnology: Laboratory Analytical Instruments
COHU,Cohu Inc. Common Stock,$38.18,1602254320,209294,Capital Goods,Electrical Products
COKE,Coca-Cola Consolidated Inc. Common Stock,$266.27,2495932170,11000,Consumer Non-Durables,Beverages (Production/Distribution)
COLB,Columbia Banking System Inc. Common Stock,$35.90,2570642368,310317,Finance,Major Banks
COLD,Americold Realty Trust Common Shares,$37.33,7647420664,1212087,Consumer Services,Real Estate Investment Trusts
COLL,Collegium Pharmaceutical Inc. Common Stock,$20.03,692683950,621005,Health Care,Major Pharmaceuticals
COLM,Columbia Sportswear Company Common Stock,$87.38,5785602900,184049,Consumer Non-Durables,Apparel
COMM,CommScope Holding Company Inc. Common Stock,$13.40,2661838055,1889487,Technology,Radio And Television Broadcasting And Communications Equipment
CONE,CyrusOne Inc Common Stock,$73.15,8808909971,511101,Consumer Services,Real Estate Investment Trusts
CONN,Conn's Inc. Common Stock,$11.69,341385256,328678,Consumer Services,Consumer Electronics/Video Chains
COO,The Cooper Companies Inc. Common Stock,$363.32,17847633584,158466,Health Care,Ophthalmic Goods
COOP,Mr. Cooper Group Inc. Common Stock,$31.03,2819186246,516188,Finance,Finance: Consumer Services
COP,ConocoPhillips Common Stock,$39.99,42709671632,7612529,Energy,Integrated oil Companies
COR,CoreSite Realty Corporation Common Stock,$125.28,5357796516,168690,Consumer Services,Real Estate Investment Trusts
CORE,Core Mark Holding Co Inc Common Stock,$29.37,1319345835,146608,Consumer Non-Durables,Food Distributors
CORT,Corcept Therapeutics Incorporated Common Stock,$26.16,3039083770,613232,Health Care,Major Pharmaceuticals
COST,Costco Wholesale Corporation Common Stock,$376.78,1.67E+11,1628904,Consumer Services,Department/Specialty Retail Stores
COTY,Coty Inc. Class A Common Stock,$7.02,5376638330,5791955,Consumer Non-Durables,Package Goods/Cosmetics
COUP,Coupa Software Incorporated Common Stock,$338.91,24461234586,668631,Technology,Computer Software: Prepackaged Software
COWN,Cowen Inc. Class A Common Stock,$25.99,690518278,204006,Finance,Investment Bankers/Brokers/Service
CP,Canadian Pacific Railway Limited Common Stock,$346.69,46629459350,179665,Transportation,Railroads
CPA,Copa Holdings S.A. Copa Holdings S.A. Class A Common Stock,$77.23,3271141446,304010,Transportation,Air Freight/Delivery Services
CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),$7.46,638735413,124,Capital Goods,Building Materials
CPB,Campbell Soup Company Common Stock,$48.35,14647389976,869319,Consumer Non-Durables,Packaged Foods
CPE,Callon Petroleum Company Common Stock,$13.16,523145164,1695801,Energy,Oil & Gas Production
CPF,Central Pacific Financial Corp New,$19.01,535697960,130392,Finance,Major Banks
CPK,Chesapeake Utilities Corporation Common Stock,$108.21,1889444638,73705,Public Utilities,Oil & Gas Production
CPLG,CorePoint Lodging Inc. Common Stock ,$6.88,400147921,133419,Consumer Services,Real Estate Investment Trusts
CPLP,Capital Product Partners L.P. Common Units,$8.12,151219572,114749,Transportation,Marine Transportation
CPRI,Capri Holdings Limited Ordinary Shares,$42.00,6327186306,6737456,Consumer Non-Durables,Apparel
CPRT,Copart Inc. (DE) Common Stock,$127.25,30047908726,867459,Consumer Durables,Automotive Aftermarket
CPRX,Catalyst Pharmaceuticals Inc. Common Stock,$3.34,346185068,1701395,Health Care,Major Pharmaceuticals
CPS,Cooper-Standard Holdings Inc. Common Stock,$34.67,585809490,85926,Capital Goods,Auto Parts:O.E.M.
CPSI,Computer Programs and Systems Inc. Common Stock,$26.84,389504898,35166,Technology,EDP Services
CPSR,Capstar Special Purpose Acquisition Corp. Class A Common Stock,$10.15,350175000,83820,Finance,Business Services
CPST,Capstone Turbine Corporation Common Stock,$10.70,118484160,241940,Energy,Industrial Machinery/Components
CPT,Camden Property Trust Common Stock,$99.92,9731764255,386005,Consumer Services,Real Estate Investment Trusts
CQP,Cheniere Energy Partners LP Cheniere Energy Partners LP Common Units,$35.25,17061691711,287973,Public Utilities,Oil/Gas Transmission
CR,Crane Co. Common Stock,$77.66,4512670852,221021,Capital Goods,Metal Fabrications
CRAI,CRA International Inc. Common Stock,$50.93,396048640,24028,Miscellaneous,Other Consumer Services
CRC,California Resources Corporation Common Stock,$23.59,1965510779,53512,Energy,Oil & Gas Production
CRDF,Cardiff Oncology Inc. Common Stock,$17.99,635489680,995121,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CREE,Cree Inc. Common Stock,$105.90,11685006000,1542400,Technology,Semiconductors
CRESY,Cresud S.A.C.I.F. y A. American Depositary Shares,$4.79,240286901,275066,Finance,Real Estate
CRF,Cornerstone Total Return Fund Inc. (The) Common Stock,$11.40,458694276,239140,,
CRH,CRH PLC American Depositary Shares,$42.58,33427564277,395274,Capital Goods,Building Materials
CRHC,Cohn Robbins Holdings Corp. Class A Ordinary Shares,$10.41,1077435000,585204,Finance,Business Services
CRI,Carter's Inc. Common Stock,$94.07,4105927474,259187,Consumer Non-Durables,Apparel
CRIS,Curis Inc. Common Stock,$8.19,723319866,1699466,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRK,Comstock Resources Inc. Common Stock,$4.37,1015681452,1800145,Energy,Oil & Gas Production
CRL,Charles River Laboratories International Inc. Common Stock,$249.86,12428692532,184141,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CRM,Salesforce.com Inc Common Stock,$222.53,2.04E+11,6011121,Technology,Computer Software: Prepackaged Software
CRMD,CorMedix Inc. Common Stock,$7.43,238744416,317235,Health Care,Major Pharmaceuticals
CRMT,America's Car-Mart Inc Common Stock,$109.84,727651336,30338,Consumer Durables,Automotive Aftermarket
CRNC,Cerence Inc. Common Stock,$100.48,3760648079,413466,Technology,Computer Software: Prepackaged Software
CRNX,Crinetics Pharmaceuticals Inc. Common Stock,$14.11,464534048,497026,Health Care,Major Pharmaceuticals
CRON,Cronos Group Inc. Common Share,$6.94,2471936510,2819612,Consumer Durables,Specialty Chemicals
CROX,Crocs Inc. Common Stock,$62.66,4229380129,679903,Consumer Non-Durables,Shoe Manufacturing
CRS,Carpenter Technology Corporation Common Stock,$29.12,1398296012,312199,Basic Industries,Steel/Iron Ore
CRSA,Crescent Acquisition Corp Class A Common Stock,$10.45,326562500,97597,Consumer Services,Services-Misc. Amusement & Recreation
CRSP,CRISPR Therapeutics AG Common Shares,$153.11,10902522756,2486266,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRSR,Corsair Gaming Inc. Common Stock,$36.22,3329494126,1259343,Technology,Computer peripheral equipment
CRTO,Criteo S.A. American Depositary Shares,$20.51,1235553924,276135,Technology,Advertising
CRTX,Cortexyme Inc. Common Stock,$27.78,819454412,224263,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRUS,Cirrus Logic Inc. Common Stock,$82.20,4764715355,244796,Technology,Semiconductors
CRVL,CorVel Corp. Common Stock,$106.00,1897134894,20555,Finance,Specialty Insurers
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,$211.82,46868085195,2597782,Technology,Computer Software: Prepackaged Software
CRY,CryoLife Inc. Common Stock,$23.61,917424040,84622,Health Care,Medical/Dental Instruments
CS,Credit Suisse Group American Depositary Shares,$12.80,30998905562,1063037,Finance,Investment Bankers/Brokers/Service
CSBR,Champions Oncology Inc. Common Stock,$10.79,144251996,93744,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CSCO,Cisco Systems Inc. Common Stock,$44.75,1.89E+11,15105475,Technology,Computer Communications Equipment
CSGP,CoStar Group Inc. Common Stock,$924.28,36433340210,139972,Miscellaneous,Business Services
CSGS,CSG Systems International Inc. Common Stock,$45.07,1484871983,88032,Technology,EDP Services
CSII,Cardiovascular Systems Inc. Common Stock,$43.76,1755848164,189396,Health Care,Medical/Dental Instruments
CSIQ,Canadian Solar Inc. Common Shares (BC),$51.24,3025296042,1410221,Technology,Semiconductors
CSL,Carlisle Companies Incorporated Common Stock,$156.18,8336718945,229664,Basic Industries,Specialty Chemicals
CSOD,Cornerstone OnDemand Inc. Common Stock,$44.04,2845114182,306642,Technology,Computer Software: Prepackaged Software
CSPR,Casper Sleep Inc. Common Stock,$6.15,249269014,1162023,Consumer Durables,Home Furnishings
CSQ,Calamos Strategic Total Return Common Stock,$15.79,2445946808,239521,,
CSR,D/B/A Centerspace Common Stock,$70.64,916617293,52977,,
CSSE,Chicken Soup for the Soul Entertainment Inc. Class A Common Stock,$19.99,252851471,48400,Consumer Services,Movies/Entertainment
CSTE,Caesarstone Ltd. Ordinary Shares,$12.89,443865809,254696,Capital Goods,Building Materials
CSTL,Castle Biosciences Inc. Common Stock,$67.15,1662349620,198856,Health Care,Medical Specialities
CSTM,Constellium SE Ordinary Shares (France),$13.99,1958077781,557971,Basic Industries,Metal Fabrications
CSTR,CapStar Financial Holdings Inc. Common Stock,$14.75,323693382,24922,Finance,Major Banks
CSV,Carriage Services Inc. Common Stock,$31.32,562815013,53202,Consumer Services,Other Consumer Services
CSWC,Capital Southwest Corporation Common Stock,$17.75,330562723,348037,Consumer Non-Durables,Textiles
CSWI,CSW Industrials Inc. Common Stock,$111.91,1751814632,45283,Basic Industries,Home Furnishings
CSX,CSX Corporation Common Stock,$90.75,69403327439,3021218,Transportation,Railroads
CTAC,Cerberus Telecom Acquisition Corp. Class A Ordinary Shares,$10.21,346351155,44134,Finance,Business Services
CTAS,Cintas Corporation Common Stock,$353.46,37108256833,279521,Consumer Non-Durables,Apparel
CTB,Cooper Tire & Rubber Company Common Stock,$40.50,2040143882,520545,Consumer Durables,Automotive Aftermarket
CTBI,Community Trust Bancorp Inc. Common Stock,$37.05,659875357,24626,Finance,Major Banks
CTIC,CTI BioPharma Corp. (DE) Common Stock,$3.22,243017763,405121,Health Care,Major Pharmaceuticals
CTLT,Catalent Inc. Common Stock,$104.07,17140079024,859803,Health Care,Major Pharmaceuticals
CTMX,CytomX Therapeutics Inc. Common Stock,$6.55,302769833,542312,Health Care,Major Pharmaceuticals
CTO,CTO Realty Growth Inc. Common Stock ,$42.16,249408273,107865,Finance,Real Estate
CTR,ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock,$14.60,112128409,277004,,
CTRA,Contura Energy Inc. Common Stock,$11.37,208171488,53232,Energy,Coal Mining
CTRE,CareTrust REIT Inc. Common Stock,$22.18,2123419512,511166,Consumer Services,Real Estate Investment Trusts
CTRN,Citi Trends Inc. Common Stock,$49.68,503703632,102588,Consumer Services,Clothing/Shoe/Accessory Stores
CTS,CTS Corporation Common Stock,$34.33,1107758758,58847,Technology,Electrical Products
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,$81.95,43813832982,1500749,Technology,EDP Services
CTSO,Cytosorbents Corporation Common Stock,$7.97,343968296,206114,Health Care,Medical/Dental Instruments
CTT,CatchMark Timber Trust Inc. Class A Common Stock,$9.36,456445052,164616,Consumer Services,Real Estate Investment Trusts
CTVA,Corteva Inc. Common Stock ,$38.72,28847019520,2316766,Consumer Non-Durables,Farming/Seeds/Milling
CTXS,Citrix Systems Inc. Common Stock,$130.10,16018376717,598217,Technology,Computer Software: Prepackaged Software
CUB,Cubic Corporation Common Stock,$62.04,1955753179,122294,Capital Goods,Industrial Machinery/Components
CUBE,CubeSmart Common Shares,$33.61,6562905149,1240034,Consumer Services,Real Estate Investment Trusts
CUBI,Customers Bancorp Inc Common Stock,$18.18,574511834,106672,Finance,Major Banks
CUE,Cue Biopharma Inc. Common Stock,$12.51,378782359,252438,Health Care,Major Pharmaceuticals
CUK,Carnival Plc ADS ADS,$18.74,16541280026,806860,Consumer Services,Marine Transportation
CULP,Culp Inc. Common Stock,$15.87,195261227,35121,Basic Industries,Textiles
CURI,CuriosityStream Inc. Class A Common Stock,$13.95,560717809,367218,Consumer Services,Movies/Entertainment
CURO,CURO Group Holdings Corp. Common Stock,$14.33,585883669,337051,Finance,Finance: Consumer Services
CUTR,Cutera Inc. Common Stock,$24.11,425123167,100902,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CUZ,Cousins Properties Incorporated Common Stock,$33.50,4976905926,624448,Consumer Services,Real Estate Investment Trusts
CVA,Covanta Holding Corporation Common Stock,$13.13,1732920706,812258,Basic Industries,Electric Utilities: Central
CVAC,CureVac N.V. Ordinary Shares,$81.07,14427882298,344383,Health Care,Major Pharmaceuticals
CVBF,CVB Financial Corporation Common Stock,$19.50,2642359298,265221,Finance,Major Banks
CVCO,Cavco Industries Inc. Common Stock When Issued,$175.45,1612063023,55644,Basic Industries,Homebuilding
CVCY,Central Valley Community Bancorp Common Stock,$14.89,186238328,29637,Finance,Major Banks
CVE,Cenovus Energy Inc Common Stock,$6.04,7422374800,8346640,Energy,Oil & Gas Production
CVEO,Civeo Corporation (Canada) Common Shares,$13.90,197590849,28820,Consumer Services,Hotels/Resorts
CVET,Covetrus Inc. Common Stock,$28.74,3901821837,787560,Health Care,Medical/Nursing Services
CVGI,Commercial Vehicle Group Inc. Common Stock,$8.65,266727066,235242,Capital Goods,Auto Parts:O.E.M.
CVGW,Calavo Growers Inc. Common Stock,$69.43,1228204064,77352,Consumer Non-Durables,Farming/Seeds/Milling
